AppID;Name;Release date;Estimated owners;Required age;Price;DLC count;Supported languages;Website;Windows;Mac;Linux;Positive;Negative;Achievements;Average playtime forever;Median playtime forever;Developers;Publishers;Categories
368730;No Time To Explain Remastered;17.07.2015;200000 - 500000;0;14.99;2;['English'];http://tinybuild.com;WAHR;WAHR;WAHR;1852;496;9;168;112;tinyBuild;tinyBuild;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play on TV,Remote Play Together
1041300;Human Sacrifice;19.03.2019;0 - 20000;0;0.79;0;['English', 'Japanese', 'Korean'];;WAHR;FALSCH;FALSCH;3;3;0;0;0;Tricol Co., Ltd.;Tricol Co., Ltd.;Single-player
572620;Pierhead Arcade 2;05.08.2021;0 - 20000;0;7.49;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese'];http://www.mechabit.co.uk;WAHR;FALSCH;FALSCH;104;20;124;0;0;Mechabit;Mechabit;Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards
1581500;Dragon Drop;10.06.2022;0 - 20000;0;4.99;0;['English'];;WAHR;WAHR;WAHR;25;0;0;0;0;Cloudy Games LLC;Cloudy Games LLC;Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Partial Controller Support,Remote Play Together
318260;Supreme: Pizza Empire;09.01.2015;0 - 20000;0;9.99;0;['English'];;WAHR;WAHR;WAHR;70;38;10;0;0;Nexeon Studios;Nexeon Studios;Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud
821880;Idol Manager;26.07.2021;100000 - 200000;0;19.99;0;['English', 'Japanese', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil'];https://idolmanager.net/;WAHR;WAHR;WAHR;2479;301;102;669;853;Glitch Pitch;PLAYISM;Single-player,Steam Achievements,Steam Workshop,Steam Cloud
886360;Casino Mega Collection;02.07.2018;0 - 20000;0;6.99;0;['English'];http://www.gunnargames.com/;WAHR;FALSCH;FALSCH;17;11;0;0;0;Gunnar Games;Gunnar Games;Single-player
1408480;Sneaky Kitten;24.12.2021;0 - 20000;0;5.99;0;['English'];https://eightlives.se/sneaky-kitten/;WAHR;FALSCH;FALSCH;6;1;10;0;0;Eight Lives AB;Eight Lives AB;Single-player,Partial Controller Support
696760;HoloLAB Champions;10.07.2018;20000 - 50000;0;4.99;0;['English'];http://www.hololabchampions.com;WAHR;FALSCH;FALSCH;19;1;16;0;0;Schell Games;Schell Games;Single-player,Steam Achievements,Steam Cloud
780210;Freeways;06.02.2018;50000 - 100000;0;3.99;0;['English'];;WAHR;WAHR;FALSCH;851;157;2;424;613;Captain Games;Captain Games;Single-player,Steam Achievements,Steam Cloud
1713640;Ransack Raccoon;19.08.2021;0 - 0;0;0;0;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Calico Cafe;DigiPen Institute of Technology;Single-player
451600;CounterAttack;11.03.2019;0 - 20000;0;14.99;0;['English', 'Japanese'];;WAHR;WAHR;WAHR;225;23;39;0;0;Relative Games;Relative Software LTD.;Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play Together
1109350;ANCIENT SOULS : The Governor;14.07.2019;0 - 20000;0;7.99;0;['English'];;WAHR;FALSCH;FALSCH;6;1;0;0;0;OE WORKS;OE WORKS;Single-player
781240;Mystical;08.02.2018;0 - 20000;0;4.99;0;['English'];https://www.ziggurat.games/;WAHR;FALSCH;FALSCH;4;13;0;0;0;Infogrames;Ziggurat;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Remote Play Together
929570;A Familiar Fairytale Dyslexic Text Based Adventure;18.11.2019;0 - 20000;0;0.99;0;['English'];http://lowtek.co.uk;WAHR;FALSCH;FALSCH;2;3;0;0;0;Alastair Low;Lowtek Games;Single-player
841830;Semi-Sweet Tofu;03.05.2018;20000 - 50000;0;0;0;['English'];;WAHR;FALSCH;FALSCH;4;0;0;0;0;Team TatoTaco;Ottercopter Studios, LLC;Single-player,Full controller support
1165460;Unlit;25.11.2019;0 - 20000;0;11.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese'];https://www.unlitthegame.com;WAHR;FALSCH;FALSCH;1;1;0;0;0;Clockworks;Clockworks;Single-player
485980;Syrian Warfare;21.02.2017;200000 - 500000;0;13.99;3;['English', 'Russian', 'German', 'Simplified Chinese'];http://www.catswhoplay.com;WAHR;FALSCH;FALSCH;3383;533;51;147;235;Cats Who Play;Cats Who Play;Single-player,Steam Achievements,Steam Trading Cards
679400;Relik;18.10.2017;20000 - 50000;0;0;0;['English'];http://relikgame.com;WAHR;WAHR;FALSCH;139;30;0;33;48;Iron 27;Iron 27;Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Trading Cards,In-App Purchases
1514480;Lucid Cycle;19.02.2021;0 - 20000;0;2.59;0;['English'];https://tongucbodur.com/lucid-cycle;WAHR;FALSCH;FALSCH;32;12;1;0;0;Tonguç Bodur;Tonguç Bodur;Single-player,Steam Achievements,Steam Cloud
1368750;Jigsaw Puzzles: Master Artists of Old;07.08.2020;0 - 20000;0;0;0;['English'];;WAHR;FALSCH;FALSCH;5;0;0;0;0;Aventale Games;Aventale Games;Single-player
1121310;ViRo Playspace;13.09.2019;0 - 20000;18;0;13;['English'];https://viro.club;WAHR;FALSCH;FALSCH;0;0;0;8;9;Virtual Romance LLC;Virtual Romance LLC;Single-player,In-App Purchases,Partial Controller Support
1453640;Valthirian Arc: Hero School Story 2;31.03.2022;0 - 20000;0;11.99;0;['English'];;WAHR;FALSCH;FALSCH;19;7;0;0;0;Agate International;PQube;Single-player
1389360;Mech Armada;16.06.2022;20000 - 50000;0;19.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Simplified Chinese', 'Spanish - Latin America'];https://mecharmada.com;WAHR;FALSCH;FALSCH;264;46;37;241;358;Lioncode Games;Lioncode Games;Single-player,Steam Achievements,Full controller support,Steam Cloud,Remote Play on TV
429480;Vision Runner;19.10.2016;0 - 20000;0;9.99;0;['English', 'German'];http://www.snowbit.at;WAHR;FALSCH;FALSCH;4;6;5;1;1;Snowbit Interactive;Snowbit Interactive;Single-player,Steam Achievements,Includes level editor
1368400;Pombero - The Lord of the Night;23.11.2020;0 - 20000;17;5.99;0;['English', 'Spanish - Spain', 'Spanish - Latin America', 'Portuguese', 'Portuguese - Brazil', 'Russian'];;WAHR;FALSCH;FALSCH;26;13;1;0;0;Inside Studios;Inside Studios;Single-player
1005050;Fabulous - Angela's True Colors;24.01.2019;0 - 20000;0;12.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese', 'Vietnamese'];http://www.gamehouseoriginalstories.com;WAHR;WAHR;FALSCH;41;5;17;0;0;Nitreal,GameHouse;GameHouse;Single-player,Steam Achievements
529040;Fine China;05.05.2017;0 - 20000;0;2.99;0;['English'];;WAHR;FALSCH;FALSCH;9;3;0;0;0;Fine China Games;Fine China Games;Single-player
694070;BadLands RoadTrip;05.04.2018;0 - 20000;0;9.99;1;['English', 'German', 'Spanish - Spain', 'Russian', 'Simplified Chinese'];https://badlandsroadtrip.com;WAHR;WAHR;WAHR;8;5;10;0;0;Obsessive Science Games;Obsessive Science Games;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Cross-Platform Multiplayer,Partial Controller Support,Remote Play Together
1311210;Virus Madness - Dungeons of your Body;31.05.2020;0 - 20000;0;0.99;0;['English', 'Italian', 'German', 'Hungarian', 'Japanese', 'Russian', 'Simplified Chinese', 'Spanish - Spain'];;WAHR;WAHR;FALSCH;1;1;7;0;0;Adam Cs;Adam Cs;Single-player,Steam Achievements,Partial Controller Support
1453660;Mana Gloom;29.12.2020;0 - 20000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;4;0;8;0;0;Sarynth;Sarynth;Single-player,Steam Achievements,Steam Cloud
587580;Nature Treks VR;04.05.2017;50000 - 100000;0;9.99;0;['English'];http://greenergames.net/;WAHR;FALSCH;FALSCH;228;42;0;0;0;John Carline;GreenerGames;Single-player
294440;Shadowgate;21.08.2014;50000 - 100000;0;14.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain'];http://www.shadowgate.com;WAHR;WAHR;FALSCH;544;83;60;117;140;Zojoi;Zojoi;Single-player,Steam Achievements,Steam Trading Cards
1309290;Shadow of Valhalla;20.08.2020;0 - 20000;0;9.99;0;['English'];https://chickenwaffle.com/valhalla/;WAHR;FALSCH;FALSCH;29;7;0;0;0;Chicken Waffle;Chicken Waffle;Single-player
364980;Bunker Constructor;24.06.2016;0 - 20000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;13;8;0;1;1;Tindalos Interactive;;Single-player
269250;WORLD END ECONOMiCA episode.01;17.06.2014;50000 - 100000;0;12.99;0;['English'];http://spicy-tails.net/wee/index.html;WAHR;WAHR;WAHR;564;101;0;172;232;Spicy Tails;Sekai Project;Single-player,Steam Trading Cards
1228870;Bartlow's Dread Machine;29.09.2020;0 - 20000;0;14.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese'];https://www.dreadmachine.com;WAHR;FALSCH;FALSCH;43;6;19;0;0;Beep Games, Inc.,Tribetoy;Beep Games, Inc.;Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together
633660;Onimod Land;10.11.2017;0 - 20000;0;9.99;0;['English', 'Russian'];http://onimod.land;WAHR;FALSCH;FALSCH;14;3;0;0;0;Astralax;Astralax;Single-player,Multi-player,PvP,Online PvP,Includes level editor
1274280;Blue Flame;29.01.2021;0 - 20000;0;4.99;0;['English', 'Hungarian', 'Italian'];;WAHR;FALSCH;FALSCH;8;0;14;0;0;Fox's Sake Studio;Fox's Sake Studio;Single-player,Steam Achievements,Full controller support,Remote Play on TV
1791610;Touhou Mystery Reel;13.02.2022;0 - 0;0;0;0;['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese'];;WAHR;FALSCH;FALSCH;0;0;21;0;0;Iceprite;Iceprite;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud
1127500;Mini Motorways;20.07.2021;200000 - 500000;0;9.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish'];https://dinopoloclub.com/;WAHR;WAHR;FALSCH;13145;548;90;477;373;Dinosaur Polo Club;Dinosaur Polo Club;Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards
508650;Signal Decay;19.09.2019;0 - 20000;0;13.99;0;['English', 'Simplified Chinese'];http://signaldecaygame.com/;WAHR;WAHR;FALSCH;52;12;0;0;0;Nela System;Nela System,Gamera Games;Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Full controller support,Steam Cloud,Remote Play Together
358700;3d Bridges;23.03.2015;0 - 20000;0;3.99;0;['English', 'German'];http://www.3dbridges.de;WAHR;FALSCH;FALSCH;10;16;0;0;0;Robert Dahlenburg;Dahlenburg;Single-player
656740;Cosmonator;21.01.2019;0 - 20000;0;6.99;0;['English'];;WAHR;FALSCH;FALSCH;74;9;25;0;0;Bourbontank;Bourbontank;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards
1047950;GUILT: The Deathless;28.04.2022;0 - 20000;0;17.99;0;['English'];http://outerbrainstudios.com;WAHR;FALSCH;FALSCH;30;6;0;0;0;Outer Brain Studios;Outer Brain Studios;Single-player,Full controller support
1076100;Illusion of L'Phalcia;02.07.2019;0 - 20000;0;12.99;0;['English', 'Japanese'];https://www.kemco-games.com/;WAHR;FALSCH;FALSCH;6;0;0;0;0;Exe Create Inc.;KEMCO;Single-player,Partial Controller Support
648150;Arcsaber VR;15.01.2021;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;BB Games;BB Games;Single-player,Steam Cloud
630900;Illwinter's Floorplan Generator;04.05.2018;50000 - 100000;0;6.99;0;['English'];http://www.illwinter.com/floorplan;WAHR;WAHR;WAHR;370;28;0;1608;3145;Illwinter Game Design;Illwinter Game Design;Steam Workshop
883160;Legend of Dragon Labyrinth;15.10.2018;0 - 20000;0;0.99;0;['Russian', 'English'];http://13-lab.ru/;WAHR;FALSCH;FALSCH;0;0;0;0;0;13-lab;13-lab,azimuth team;Single-player
783840;Lakeview Valley;22.10.2019;50000 - 100000;0;14.99;0;['English', 'Russian', 'Simplified Chinese'];;WAHR;WAHR;FALSCH;494;84;29;0;0;Roope Tamminen;Roope Tamminen;Single-player,Steam Achievements,Partial Controller Support
1487140;Ochitsubaki;17.12.2021;0 - 20000;0;13.99;0;['English'];https://feyxuan.com;WAHR;WAHR;FALSCH;2;1;0;0;0;FEYXUAN;FEYXUAN;Single-player
1696810;RAILROADS Online!;01.10.2021;100000 - 200000;0;34.99;1;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Polish', 'Portuguese', 'Russian'];;WAHR;FALSCH;FALSCH;1961;353;0;2958;2026;Stefan Kelnberger;Stefan Kelnberger;Single-player,Multi-player,Co-op,Online Co-op
1178000;Ghost Dimension;17.01.2020;0 - 20000;0;9.99;0;['English'];;WAHR;FALSCH;FALSCH;28;0;10;0;0;My Oldschool Console;My Oldschool Console;Single-player,Steam Achievements,Full controller support
1138580;Farmington County: The Ultimate Farming Tycoon Simulator;26.10.2019;0 - 20000;0;14.99;0;['English'];http://farmingtoncounty.com;WAHR;WAHR;FALSCH;83;17;0;976;976;Grenoble Interactive, LLC;Grenoble Interactive, LLC;Single-player,Partial Controller Support
416090;Caretaker Retribution;15.12.2016;0 - 20000;0;0;0;['English'];http://xiotex-studios.com;WAHR;WAHR;FALSCH;4;2;5;0;0;Xiotex Studios Ltd;Xiotex Studios Ltd;Single-player,Full controller support
595360;NIGHTSTAR: Rogue Wings;01.03.2017;0 - 20000;0;0;0;['English'];https://www.facebook.com/nightstarroguewings/;WAHR;FALSCH;FALSCH;20;12;0;0;0;SOLIDMESH;SOLIDMESH;Single-player,Partial Controller Support
1581240;Der Geisterjäger / The Ghost Hunter;26.08.2021;0 - 20000;0;10.79;1;['English'];;WAHR;FALSCH;WAHR;8;0;0;0;0;Graverobber Foundation;Graverobber Foundation;Single-player
1751990;Table Gun;18.10.2021;0 - 20000;0;1.99;0;['English'];https://www.instagram.com/jgames00966/;WAHR;FALSCH;FALSCH;2;0;0;0;0;J Games 966;J Games 966;Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen
1445500;CITY - 909;30.10.2020;0 - 20000;0;8.99;0;['English'];;WAHR;FALSCH;FALSCH;3;0;0;0;0;Alexandr;Games - 909;Single-player
1315240;Blackstorm;01.06.2021;0 - 0;0;0;0;['English'];http://blackstorm-game.com/;WAHR;FALSCH;FALSCH;0;0;0;0;0;Lost Criteria Studios;Lost Criteria Studios;Multi-player,PvP,Online PvP,Co-op,Online Co-op,Full controller support
404530;Voxel Turf;13.09.2017;50000 - 100000;0;7.99;0;['English'];http://www.voxelturf.net/;WAHR;FALSCH;WAHR;426;63;72;305;380;L Twigger;L Twigger;Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Workshop,Partial Controller Support
1137650;Switchblade;22.08.2019;0 - 20000;0;2.44;0;['English'];http://pikointeractive.com;WAHR;FALSCH;FALSCH;3;0;0;0;0;Core Design,Gremlin Interactive;Piko Interactive LLC,Bleem!;Single-player,Partial Controller Support
461550;Typing Instructor Platinum 21 - Mac;10.02.2017;0 - 20000;0;29.99;0;['English', 'Spanish - Spain'];http://www.individualsoftware.com/?product=typing-instructor-platinum-21-mac;FALSCH;WAHR;FALSCH;0;0;0;0;0;Individual Software;Individual Software;
1408380;RGB Simulator;16.11.2020;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;2;1;22;0;0;ToradySoft;ToradySoft;Single-player,Steam Achievements
1049690;Catch the Head;29.08.2019;0 - 20000;0;7.99;1;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Greek'];http://catchthehead.com;WAHR;FALSCH;FALSCH;9;0;76;0;0;Horos Interactive;Audio Visual Enterprises S.A.;Single-player,Steam Achievements,Full controller support,Steam Cloud
612840;Boxplosion;15.01.2018;0 - 20000;0;7.99;0;['English'];http://www.boxplosion.xyz;WAHR;FALSCH;FALSCH;10;1;10;0;0;DNV;DNV;Single-player,Steam Achievements,Stats,Steam Leaderboards,Includes level editor
1463120;College Kings - Act I;05.03.2021;0 - 20000;0;0;2;['English'];https://collegekingsgame.com;WAHR;WAHR;WAHR;0;0;104;613;270;Undergrad Steve;Undergrad Steve;Single-player,Steam Achievements,Captions available,Steam Cloud
243890;Mavis Beacon Teaches Typing Family Edition;14.03.2014;0 - 20000;0;29.99;0;['English'];http://www.encore.com;WAHR;WAHR;FALSCH;11;13;0;0;0;Bytes of Learning;Encore;
428410;PRiO;18.03.2016;0 - 20000;0;5.99;0;['English'];;WAHR;FALSCH;FALSCH;27;3;9;0;0;DanielDavisGames;DanielDavisGames;Single-player,Steam Achievements,Full controller support,Includes level editor
988110;Breacher Story;02.01.2019;0 - 20000;0;5.99;0;['English', 'French'];;WAHR;FALSCH;FALSCH;6;2;0;0;0;Doubleton Game Studio;Doubleton Game Studio;Single-player
1921760;Pocket Academy;12.06.2022;0 - 20000;0;8.99;0;['English', 'Thai', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean'];https://kairosoft.net/game/appli/pokegaku2.html;WAHR;FALSCH;FALSCH;77;3;6;0;0;Kairosoft Co.,Ltd;Kairosoft Co.,Ltd;Single-player,Steam Achievements,Full controller support,Steam Cloud
791370;Xploquest 2;20.02.2018;0 - 20000;0;0;0;['English', 'French', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Russian'];http://www.xploquest.com;WAHR;WAHR;WAHR;10;1;15;2;2;Jean-Sébastien Nouveau;33 Production;Single-player,Steam Achievements
622460;Steampunk Tower 2;19.04.2018;50000 - 100000;0;7.99;0;['English', 'Russian', 'German', 'Spanish - Spain'];http://steampunktower.com;WAHR;WAHR;FALSCH;239;68;30;186;207;DreamGate;DreamGate;Single-player,Steam Achievements,Steam Trading Cards
883130;New Star Manager;27.09.2018;0 - 20000;0;19.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Russian', 'Turkish'];http://newstargames.com;WAHR;WAHR;FALSCH;311;42;100;0;0;New Star Games Ltd.;Five Aces Publishing Ltd.;Single-player,Steam Achievements,Partial Controller Support,Steam Cloud
913570;Cave under Richmordnom;23.08.2018;0 - 20000;0;0.99;0;['Russian'];;WAHR;FALSCH;FALSCH;2;1;0;0;0;Drymir;Drymir;Single-player
1930230;The Hole;13.05.2022;0 - 20000;18;0.99;0;['English'];;WAHR;FALSCH;FALSCH;1;0;0;0;0;c0d3_r,jmleach1987;Buffnerd Studios LLC;Single-player
351490;Intergalactic Bubbles;29.05.2015;200000 - 500000;0;1.99;0;['English', 'French', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Simplified Chinese'];;WAHR;WAHR;WAHR;927;234;10;193;212;Hellscape Games;Hellscape Games;Single-player,Steam Achievements,Steam Trading Cards
378360;Ymir;16.03.2019;50000 - 100000;0;34.99;0;['English', 'French'];http://ymir-online.com;WAHR;FALSCH;FALSCH;708;242;1;1917;1917;Thibaud Michaud;Thibaud Michaud;Single-player,Multi-player,PvP,Online PvP
1273450;Selfless Heroes;14.04.2020;0 - 20000;0;5.99;0;['English', 'French', 'Portuguese - Brazil', 'Polish', 'German', 'Spanish - Spain'];https://selflessheroes.fr;WAHR;FALSCH;WAHR;31;7;15;0;0;Félicien Brochu;Félicien Brochu;Single-player
1059660;Life Combinations;26.04.2019;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;4;1;0;0;0;Awix Studio;Awix Studio;Single-player
820830;The famous diver;22.03.2018;0 - 20000;0;3.99;1;['English'];;WAHR;FALSCH;FALSCH;11;1;23;0;0;Laush Dmitriy Sergeevich;Laush Studio;Single-player,Steam Achievements
668290;From Orbit;27.08.2019;0 - 20000;0;9.99;0;['English'];http://tentaclehead.com/games/from-orbit/;WAHR;WAHR;WAHR;6;4;0;0;0;Tentacle Head Games;Tentacle Head Games;Single-player,Full controller support
646100;Woodlands;27.09.2017;20000 - 50000;0;5.99;0;['English'];;WAHR;FALSCH;FALSCH;96;216;0;14;17;Acuze Interactives,Winterbyte;Acuze Interactives;Single-player
1382310;Splinter;21.08.2020;0 - 20000;0;0.99;0;['English'];https://www.splintergame.com/;WAHR;WAHR;FALSCH;1;0;0;0;0;Hobo Studios;Hobo Studios;Single-player,Partial Controller Support
1944970;Hidden Farm Top-Down 3D;08.04.2022;0 - 20000;0;9.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Turkish', 'Ukrainian', 'Vietnamese'];;WAHR;WAHR;WAHR;15;21;6;0;0;Top-Down Games;Azerbaijan Technology,Aztech;Single-player,Steam Achievements,Steam Leaderboards
1534240;Drop Blox;20.06.2021;0 - 20000;0;8.99;0;['English'];;WAHR;FALSCH;FALSCH;0;3;7;0;0;EcoGames;EcoGames;Single-player,Steam Achievements
1339310;Solitaire 3D;01.07.2020;0 - 20000;0;14.99;0;['English', 'German', 'Spanish - Spain', 'Spanish - Latin America', 'Japanese', 'Portuguese', 'Portuguese - Brazil'];https://www.grassgames.com/solitaire;WAHR;WAHR;WAHR;9;0;54;0;0;GrassGames;GrassGames;Single-player,Steam Achievements,Full controller support,Steam Leaderboards
575800;Arizona Rose and the Pharaohs' Riddles;18.01.2017;0 - 20000;0;9.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch'];;WAHR;WAHR;FALSCH;6;3;20;0;0;Anawiki Games;Anawiki Games;Single-player,Steam Achievements,Steam Trading Cards
1968280;AvatarShop;31.05.2022;0 - 20000;0;64.99;0;['English', 'Japanese'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;Suzuki Cecil;Dream Factory Co., Ltd.;
634120;Inmates;05.10.2017;20000 - 50000;0;9.99;0;['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese'];http://inmatesgame.com/;WAHR;FALSCH;FALSCH;155;103;12;0;0;Davit Andreasyan;Iceberg Interactive;Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support
1843230;Win by Definition;17.01.2022;0 - 20000;0;8.99;0;['Japanese'];;WAHR;FALSCH;FALSCH;2;0;0;0;0;Tooru Akagi;Tooru Akagi;Single-player
1434550;Zeltrus;11.11.2020;0 - 20000;0;1.99;0;['English'];https://zeltrus.github.io/;WAHR;FALSCH;FALSCH;1;0;9;0;0;2>,Dexter.CO;2>,Dexter.CO;Single-player,Steam Achievements,Full controller support
316260;Disney Universe;06.10.2014;20000 - 50000;0;19.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Danish', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Swedish'];http://games.disney.com/disney-universe-video-game;WAHR;FALSCH;FALSCH;197;40;0;301;301;Eurocom;Disney;Single-player,Multi-player,Shared/Split Screen,Full controller support,Steam Cloud,Remote Play on TV,Remote Play Together
604040;Legion Tale;20.09.2017;50000 - 100000;0;4.99;0;['English'];;WAHR;FALSCH;FALSCH;10;3;10;333;343;Maulidan Games;Maulidan Games;Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud
1050170;Terramancer;24.02.2020;20000 - 50000;0;1.99;0;['English', 'French'];http://fractalis.ca/;WAHR;FALSCH;FALSCH;1;1;0;0;0;Fractalis;Fractalis;Single-player
1546120;Void Explorer;21.06.2021;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;WAHR;2;0;0;0;0;Theodore King,Dylan Harrison,Alex Stahly,Faith King,Camdym Charles;Theodore King;Single-player
762850;Cubit;06.02.2019;0 - 20000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;5;4;0;0;0;S.A. DigiWorks;S.A. DigiWorks;Single-player
1221560;Just Chatting;13.02.2020;0 - 20000;0;0;1;['English'];;WAHR;FALSCH;FALSCH;0;0;0;0;0;SunshineOvercast;SunshineOvercast;Single-player,Steam Cloud
1939600;Sillage;20.04.2022;0 - 20000;0;5.99;0;['English', 'French'];;WAHR;FALSCH;FALSCH;4;1;13;0;0;Vludos;Vludos;Single-player,Steam Achievements
1652800;Entangled;03.09.2021;0 - 0;0;0;0;['English'];https://tiltfactor.org/game/entangled/;WAHR;FALSCH;FALSCH;0;0;0;0;0;Tiltfactor;Tiltfactor;Single-player
437530;A Blind Legend;07.04.2016;20000 - 50000;0;6.99;1;['English', 'French'];https://www.ablindlegend.com/;WAHR;WAHR;FALSCH;180;47;10;0;0;Dowino;Plug In Digital;Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud
1583650;Beautiful Girls;05.04.2021;0 - 20000;0;0.99;0;['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Polish', 'Portuguese', 'Russian', 'Turkish', 'Japanese'];;WAHR;FALSCH;FALSCH;0;0;100;0;0;SimpleDes;SimpleDes;Single-player,Steam Achievements,Steam Cloud
526130;Sky Sanctuary;31.07.2020;0 - 20000;0;1.79;0;['English', 'French', 'Simplified Chinese', 'Korean', 'Japanese', 'Russian'];https://www.sky-sanctuary.com;WAHR;FALSCH;FALSCH;40;5;74;0;0;Glitchr Studio;Glitchr Studio;Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards
1651880;Welcome To Lakewood;17.06.2021;100000 - 200000;0;0.99;0;['English'];;WAHR;FALSCH;FALSCH;7;2;0;0;0;Space Slug Studios;Space Slug Studios;Single-player
311120;The Stalin Subway: Red Veil;24.10.2014;50000 - 100000;0;2.99;0;['English', 'Russian'];;WAHR;FALSCH;FALSCH;237;262;0;154;154;Orion Games;Buka Entertainment;Single-player,Steam Trading Cards
